SequencingID	SampleID	Plant	ShortDate	Date	Year	Period
16S-AMP-1100	Aalborg W2012-08	Aalborg W	2012-08	19-08-2012	2012	Summer
16S-AMP-1101	Aalborg W2012-10	Aalborg W	2012-10	28-10-2012	2012	Fall
16S-AMP-1114	Aalborg W2013-02	Aalborg W	2013-02	04-02-2013	2013	Winter
16S-AMP-1168	Aalborg W2013-05	Aalborg W	2013-05	06-05-2013	2013	Spring
16S-AMP-1169	Aalborg W2013-08	Aalborg W	2013-08	19-08-2013	2013	Summer
16S-AMP-1170	Aalborg W2013-10	Aalborg W	2013-10	28-10-2013	2013	Fall
16SAMP-4591	Aalborg W2014-02	Aalborg W	2014-02	04-02-2014	2014	Winter
16SAMP-4597	Aalborg W2014-05	Aalborg W	2014-05	05-05-2014	2014	Spring
16SAMP-3941	Aalborg W2014-08	Aalborg W	2014-08	18-08-2014	2014	Summer
16SAMP-3953	Aalborg W2014-11	Aalborg W	2014-11	12-11-2014	2014	Fall
16SAMP-1527	Aars2006-02	Aars	2006-02	04-02-2006	2006	Winter
16SAMP-1561	Aars2006-08A	Aars	2006-08	19-08-2006	2006	Summer
16SAMP-2098	Aars2006-08B	Aars	2006-08	19-08-2006	2006	Summer
16SAMP-1990	Aars2006-08C	Aars	2006-08	19-08-2006	2006	Summer
16SAMP-2127	Aars2007-02A	Aars	2007-02	04-02-2007	2007	Winter
16SAMP-1590	Aars2007-02B	Aars	2007-02	04-02-2007	2007	Winter
16SAMP-2019	Aars2007-02C	Aars	2007-02	04-02-2007	2007	Winter
16SAMP-1838	Aars2007-08	Aars	2007-08	19-08-2007	2007	Summer
16SAMP-1864	Aars2008-02	Aars	2008-02	04-02-2008	2008	Winter
16SAMP-1955	Aars2008-08	Aars	2008-08	19-08-2008	2008	Summer
16SAMP-1974	Aars2009-02	Aars	2009-02	04-02-2009	2009	Winter
16SAMP-1884	Aars2009-08A	Aars	2009-08	19-08-2009	2009	Summer
16SAMP-2046	Aars2009-08B	Aars	2009-08	19-08-2009	2009	Summer
16SAMP-1905	Aars2010-02A	Aars	2010-02	04-02-2010	2010	Winter
16SAMP-2067	Aars2010-02B	Aars	2010-02	04-02-2010	2010	Winter
16SAMP-2326	Aars2010-08A	Aars	2010-08	19-08-2010	2010	Summer
16SAMP-2643	Aars2010-08B	Aars	2010-08	19-08-2010	2010	Summer
16SAMP-13280	Bjergmarken2015-02	Bjergmarken	2015-02	10-02-2015	2015	Winter
16SAMP-13281	Aalborg E2015-02	Aalborg E	2015-02	10-02-2015	2015	Winter
16SAMP-13282	Esbjerg E2015-02	Esbjerg E	2015-02	10-02-2015	2015	Winter
16SAMP-13283	Esbjerg W2015-02	Esbjerg W	2015-02	10-02-2015	2015	Winter
16SAMP-13284	Egå2015-02	Egå	2015-02	10-02-2015	2015	Winter
16SAMP-13285	Ejby Mølle2015-02	Ejby Mølle	2015-02	24-02-2015	2015	Winter
16SAMP-13286	Hjørring2015-02	Hjørring	2015-02	23-02-2015	2015	Winter
16SAMP-13287	Skive2015-02	Skive	2015-02	10-02-2015	2015	Winter
16SAMP-13288	Aalborg W2015-02	Aalborg W	2015-02	09-02-2015	2015	Winter
16SAMP-13289	Ribe2015-02	Ribe	2015-02	09-02-2015	2015	Winter
16SAMP-13290	Boeslum2015-02	Boeslum	2015-02	23-02-2015	2015	Winter
16SAMP-13291	Odense NW2015-02	Odense NW	2015-02	24-02-2015	2015	Winter
16SAMP-13292	Viborg2015-02	Viborg	2015-02	10-02-2015	2015	Winter
16SAMP-13293	Odense NE2015-02	Odense NE	2015-02	24-02-2015	2015	Winter
16SAMP-13294	Damhusaaen2015-02	Damhusaaen	2015-02	24-02-2015	2015	Winter
16SAMP-13296	Avedøre2015-02	Avedøre	2015-02	24-02-2015	2015	Winter
16SAMP-13297	Randers2015-02	Randers	2015-02	24-02-2015	2015	Winter
16SAMP-13298	Fredericia2015-02	Fredericia	2015-02	11-02-2015	2015	Winter
16SAMP-13299	Hirtshals2015-02	Hirtshals	2015-02	24-02-2015	2015	Winter
16SAMP-10889	Mariagerfjord2015-02	Mariagerfjord	2015-02	24-02-2015	2015	Winter
16SAMP-10890	Bjergmarken2015-05	Bjergmarken	2015-05	05-05-2015	2015	Spring
16SAMP-10891	Aalborg E2015-05	Aalborg E	2015-05	04-05-2015	2015	Spring
16SAMP-10892	Esbjerg E2015-05	Esbjerg E	2015-05	04-05-2015	2015	Spring
16SAMP-10893	Esbjerg W2015-05	Esbjerg W	2015-05	05-05-2015	2015	Spring
16SAMP-10894	Egå2015-05	Egå	2015-05	06-05-2015	2015	Spring
16SAMP-10895	Hjørring2015-05	Hjørring	2015-05	04-05-2015	2015	Spring
16SAMP-10896	Aalborg W2015-05	Aalborg W	2015-05	04-05-2015	2015	Spring
16SAMP-10897	CP Kelco2015-05	CP Kelco	2015-05	04-05-2015	2015	Spring
16SAMP-10898	Ejby Mølle2015-05	Ejby Mølle	2015-05	06-05-2015	2015	Spring
16SAMP-10899	Skive2015-05	Skive	2015-05	04-05-2015	2015	Spring
16SAMP-10900	Ribe2015-05	Ribe	2015-05	05-05-2015	2015	Spring
16SAMP-10907	Aalborg E2015-08	Aalborg E	2015-08	24-08-2015	2015	Summer
16SAMP-14470	Esbjerg E2015-08	Esbjerg E	2015-08	26-08-2015	2015	Summer
16SAMP-10909	Egå2015-08	Egå	2015-08	25-08-2015	2015	Summer
16SAMP-10910	Hjørring2015-08	Hjørring	2015-08	31-08-2015	2015	Summer
16SAMP-10911	Aalborg W2015-08	Aalborg W	2015-08	24-08-2015	2015	Summer
16SAMP-10912	CP Kelco2015-08	CP Kelco	2015-09	01-09-2015	2015	Summer
16SAMP-10913	Odense NW2015-08	Odense NW	2015-09	08-09-2015	2015	Summer
16SAMP-10914	Ejby Mølle2015-08	Ejby Mølle	2015-08	25-08-2015	2015	Summer
16SAMP-10915	Haderslev2015-08	Haderslev	2015-09	02-09-2015	2015	Summer
16SAMP-10916	Ribe2015-08	Ribe	2015-08	24-08-2015	2015	Summer
16SAMP-10917	Viborg2015-08	Viborg	2015-08	25-08-2015	2015	Summer
16SAMP-10918	Damhusaaen2015-08	Damhusaaen	2015-08	31-08-2015	2015	Summer
16SAMP-10919	Avedøre2015-08	Avedøre	2015-09	02-09-2015	2015	Summer
16SAMP-10920	Randers2015-08	Randers	2015-08	31-08-2015	2015	Summer
16SAMP-10921	Fredericia2015-08	Fredericia	2015-08	24-08-2015	2015	Summer
16SAMP-10922	Esbjerg W2015-08	Esbjerg W	2015-08	24-08-2015	2015	Summer
16SAMP-10923	Skive2015-08	Skive	2015-08	25-08-2015	2015	Summer
16SAMP-10924	Bjergmarken2015-11	Bjergmarken	2015-10	26-10-2015	2015	Fall
16SAMP-10925	Aalborg E2015-11	Aalborg E	2015-10	27-10-2015	2015	Fall
16SAMP-10926	Esbjerg E2015-11	Esbjerg E	2015-10	27-10-2015	2015	Fall
16SAMP-10927	Esbjerg W2015-11	Esbjerg W	2015-10	28-10-2015	2015	Fall
16SAMP-10928	Egå2015-11	Egå	2015-10	27-10-2015	2015	Fall
16SAMP-10929	Ejby Mølle2015-11	Ejby Mølle	2015-10	27-10-2015	2015	Fall
16SAMP-10930	Hjørring2015-11	Hjørring	2015-10	19-10-2015	2015	Fall
16SAMP-10931	Skive2015-11	Skive	2015-10	27-10-2015	2015	Fall
16SAMP-10932	Aalborg W2015-11	Aalborg W	2015-10	27-10-2015	2015	Fall
16SAMP-13295	Haderslev2015-02	Haderslev	2015-02	23-02-2015	2015	Winter
16SAMP-11722	Fredericia2015-11	Fredericia	2015-05	06-05-2015	2015	Spring
16SAMP-11723	Odense NE2015-11	Odense NE	2015-09	08-09-2015	2015	Summer
16SAMP-11724	Boeslum2015-11	Boeslum	2015-09	21-09-2015	2015	Summer
16SAMP-14469	Hirtshals2015-09	Hirtshals	2015-09	14-09-2015	2015	Summer
16SAMP-11726	Mariagerfjord2015-11	Mariagerfjord	2015-08	31-08-2015	2015	Summer
16SAMP-11727	Bjergmarken2015-11	Bjergmarken	2015-08	25-08-2015	2015	Summer
16SAMP-11728	Ribe2015-11	Ribe	2015-10	27-10-2015	2015	Fall
16SAMP-14471	Viborg2015-11	Viborg	2015-10	28-10-2015	2015	Fall
16SAMP-11730	Fredericia2015-11	Fredericia	2015-10	26-10-2015	2015	Fall
16SAMP-14468	Marselisborg2015-02	Marselisborg	2015-02	24-02-2015	2015	Winter
MQ180319-24		Bjergmarken	2016-03	03-03-2016	2016	Winter
MQ180319-25		Aalborg E	2016-02	17-02-2016	2016	Winter
MQ180319-26		Esbjerg E	2016-02	16-02-2016	2016	Winter
MQ180319-27		Esbjerg W	2016-02	16-02-2016	2016	Winter
MQ180319-28		Egå	2016-02	08-02-2016	2016	Winter
MQ180319-29		Ejby Mølle	2016-03	01-03-2016	2016	Winter
MQ180319-30		Hjørring	2016-03	01-03-2016	2016	Winter
MQ180319-31		Skive	2016-02	08-02-2016	2016	Winter
MQ180319-32		Aalborg W	2016-02	16-02-2016	2016	Winter
MQ180319-33		Ribe	2016-02	09-02-2016	2016	Winter
MQ180319-34		Kalundborg	2016-02	29-02-2016	2016	Winter
MQ180319-35		Boeslum	2016-03	01-03-2016	2016	Winter
MQ180319-36		Odense NV	2016-03	01-03-2016	2016	Winter
MQ180319-37		Viborg	2016-02	15-02-2016	2016	Winter
MQ180319-38		Odense NE	2016-03	01-03-2016	2016	Winter
MQ180319-39		Damhusåen	2016-02	29-02-2016	2016	Winter
MQ180319-40		Haderslev	2016-02	29-02-2016	2016	Winter
MQ180319-41		Avedøre	2016-03	08-03-2016	2016	Winter
MQ180319-42		Randers	2016-02	16-02-2016	2016	Winter
MQ180319-43		Fredericia	2016-02	08-02-2016	2016	Winter
MQ180319-44		Hirtshals	2016-02	29-02-2016	2016	Winter
MQ180319-45		Mariagerfjord	2016-03	01-03-2016	2016	Winter
MQ180319-48		Bjergmarken	2016-05	10-05-2016	2016	Spring
MQ180319-49		Aalborg E	2016-05	11-05-2016	2016	Spring
MQ180319-50		Esbjerg E	2016-05	11-05-2016	2016	Spring
MQ180319-51		Esbjerg W	2016-05	10-05-2016	2016	Spring
MQ180319-52		Egå	2016-05	09-05-2016	2016	Spring
MQ180319-53		Ejby Mølle	2016-05	10-05-2016	2016	Spring
MQ180319-54		Hjørring	2016-05	09-05-2016	2016	Spring
MQ180319-55		Skive	2016-05	11-05-2016	2016	Spring
MQ180319-56		Aalborg W	2016-05	09-05-2016	2016	Spring
MQ180319-57		Ribe	2016-05	10-05-2016	2016	Spring
MQ180319-58		Kalundborg	2016-05	09-05-2016	2016	Spring
MQ180319-59		Viborg	2016-05	10-05-2016	2016	Spring
MQ180319-60		Fredericia	2016-05	10-05-2016	2016	Spring
MQ180319-63		Bjergmarken	2016-08	29-08-2016	2016	Summer
MQ180319-64		Aalborg E	2016-08	30-08-2016	2016	Summer
MQ180319-65		Esbjerg E	2016-08	29-08-2016	2016	Summer
MQ180319-66		Esbjerg W	2016-08	30-08-2016	2016	Summer
MQ180319-67		Egå	2016-09	07-09-2016	2016	Summer
MQ180319-68		Ejby Mølle	2016-08	30-08-2016	2016	Summer
MQ180319-69		Hjørring	2016-09	05-09-2016	2016	Summer
MQ180319-70		Skive	2016-09	05-09-2016	2016	Summer
MQ180319-71		Aalborg W	2016-09	08-09-2016	2016	Summer
MQ180319-72		Ribe	2016-08	30-08-2016	2016	Summer
MQ180319-73		Kalundborg	2016-08	30-08-2016	2016	Summer
MQ180319-74		Boeslum	2016-09	05-09-2016	2016	Summer
MQ180319-75		Odense NV	2016-09	05-09-2016	2016	Summer
MQ180319-76		Viborg	2016-08	30-08-2016	2016	Summer
MQ180319-77		Odense NE	2016-08	30-08-2016	2016	Summer
MQ180319-78		Damhusåen	2016-09	06-09-2016	2016	Summer
MQ180319-79		Haderslev	2016-09	05-09-2016	2016	Summer
MQ180319-80		Avedøre	2016-09	05-09-2016	2016	Summer
MQ180319-81		Randers	2016-09	06-09-2016	2016	Summer
MQ180319-82		Fredericia	2016-08	29-08-2016	2016	Summer
MQ180319-83		Hirtshals	2016-09	06-09-2016	2016	Summer
MQ180319-84		Mariagerfjord	2016-09	05-09-2016	2016	Summer
MQ180319-87		Bjergmarken	2016-11	01-11-2016	2016	Fall
MQ180319-88		Aalborg E	2016-11	07-11-2016	2016	Fall
MQ180319-89		Esbjerg E	2016-10	30-10-2016	2016	Fall
MQ180319-90		Esbjerg W	2016-11	01-11-2016	2016	Fall
MQ180319-91		Egå	2016-11	01-11-2016	2016	Fall
MQ180319-92		Ejby Mølle	2016-11	01-11-2016	2016	Fall
MQ180319-93		Hjørring	2016-10	30-10-2016	2016	Fall
MQ180319-94		Skive	2016-11	01-11-2016	2016	Fall
MQ180319-95		Aalborg W	2016-11	07-11-2016	2016	Fall
MQ180319-96		Ribe	2016-11	01-11-2016	2016	Fall
MQ180319-97		Kalundborg	2016-11	01-11-2016	2016	Fall
MQ180319-98		Viborg	2016-11	11-11-2016	2016	Fall
MQ180319-99		Fredericia	2016-12	06-12-2016	2016	Fall
MQ180309-167		Bjergmarken	2017-02	06-02-2017	2017	Winter
MQ180309-168		Aalborg E	2017-02	08-02-2017	2017	Winter
MQ180309-169		Esbjerg E	2017-02	08-02-2017	2017	Winter
MQ180309-170		Esbjerg W	2017-02	09-02-2017	2017	Winter
MQ180309-171		Egå	2017-02	06-02-2017	2017	Winter
MQ180309-172		Ejby Mølle	2017-02	21-02-2017	2017	Winter
MQ180309-173		Hjørring	2017-02	13-02-2017	2017	Winter
MQ180309-174		Skive	2017-02	13-02-2017	2017	Winter
MQ180309-175		Aalborg W	2017-02	07-02-2017	2017	Winter
MQ180309-176		Ribe	2017-02	06-02-2017	2017	Winter
MQ180309-177		Kalundborg	2017-02	06-02-2017	2017	Winter
MQ180309-178		Odense NV	2017-02	21-02-2017	2017	Winter
MQ180309-179		Viborg	2017-02	07-02-2017	2017	Winter
MQ180309-180		Odense NE	2017-02	21-02-2017	2017	Winter
MQ180309-181		Damhusåen	2017-02	13-02-2017	2017	Winter
MQ180309-182		Haderslev	2017-02	28-02-2017	2017	Winter
MQ180309-183		Avedøre	2017-02	13-02-2017	2017	Winter
MQ180309-184		Randers	2017-02	14-02-2017	2017	Winter
MQ180309-185		Fredericia	2017-02	06-02-2017	2017	Winter
MQ180309-186		Hirtshals	2017-02	13-02-2017	2017	Winter
MQ180309-187		Mariagerfjord	2017-02	27-02-2017	2017	Winter
MQ180309-188		Bjergmarken	2017-05	16-05-2017	2017	Spring
MQ180309-189		Aalborg E	2017-05	09-05-2017	2017	Spring
MQ180309-190		Esbjerg E	2017-05	09-05-2017	2017	Spring
MQ180309-191		Esbjerg W	2017-05	09-05-2017	2017	Spring
MQ180309-192		Egå	2017-05	08-05-2017	2017	Spring
MQ180309-193		Ejby Mølle	2017-05	30-05-2017	2017	Spring
MQ180309-194		Hjørring	2017-05	09-05-2017	2017	Spring
MQ180309-195		Skive	2017-05	10-05-2017	2017	Spring
MQ180309-196		Aalborg W	2017-05	10-05-2017	2017	Spring
MQ180309-197		Ribe	2017-05	08-05-2017	2017	Spring
MQ180309-198		Kalundborg	2017-05	08-05-2017	2017	Spring
MQ180309-199		Fredericia	2017-05	09-05-2017	2017	Spring
MQ180309-200		Bjergmarken	2017-08	29-08-2017	2017	Summer
MQ180309-201		Aalborg E	2017-09	30-08-2017	2017	Summer
MQ180309-202		Esbjerg E	2017-10	29-08-2017	2017	Summer
MQ180309-203		Esbjerg W	2017-11	29-08-2017	2017	Summer
MQ180309-204		Egå	2017-12	28-08-2017	2017	Summer
MQ180309-205		Ejby Mølle	2017-13	12-09-2017	2017	Summer
MQ180309-206		Hjørring	2017-14	04-09-2017	2017	Summer
MQ180309-207		Skive	2017-15	30-08-2017	2017	Summer
MQ180309-208		Aalborg W	2017-16	30-08-2017	2017	Summer
MQ180309-209		Ribe	2017-17	29-08-2017	2017	Summer
MQ180309-210		Kalundborg	2017-18	29-08-2017	2017	Summer
MQ180309-211		Odense NV	2017-09	12-09-2017	2017	Summer
MQ180309-212		Viborg	2017-09	05-09-2017	2017	Summer
MQ180309-213		Odense NE	2017-09	12-09-2017	2017	Summer
MQ180309-214		Damhusåen	2017-09	06-09-2017	2017	Summer
MQ180309-215		Haderslev	2017-09	06-09-2017	2017	Summer
MQ180309-216		Avedøre	2017-09	06-09-2017	2017	Summer
MQ180309-217		Randers	2017-09	05-09-2017	2017	Summer
MQ180309-218		Fredericia	2017-09	29-08-2017	2017	Summer
MQ180309-219		Hirtshals	2017-09	18-09-2017	2017	Summer
MQ180309-220		Mariagerfjord	2017-09	06-09-2017	2017	Summer
MQ180309-221		Bjergmarken	2017-11	30-11-2017	2017	Fall
MQ180309-222		Aalborg E	2017-11	01-11-2017	2017	Fall
MQ180309-223		Esbjerg E	2017-11	01-11-2017	2017	Fall
MQ180309-224		Esbjerg W	2017-11	01-11-2017	2017	Fall
MQ180309-225		Egå	2017-11	31-10-2017	2017	Fall
MQ180309-226		Ejby Mølle	2017-11	31-10-2017	2017	Fall
MQ180309-227		Hjørring	2017-11	30-10-2017	2017	Fall
MQ180309-228		Skive	2017-11	01-11-2017	2017	Fall
MQ180309-229		Aalborg W	2017-11	01-11-2017	2017	Fall
MQ180309-230		Ribe	2017-11	01-11-2017	2017	Fall
MQ180309-231		Kalundborg	2017-10	30-10-2017	2017	Fall
MQ180309-232		Fredericia	2017-10	31-10-2017	2017	Fall
